researcher_id,travel_type,month,country,continent,emission
44,Flight,2023-09-01,TR,AS,370.9677419354839
44,Train,2023-09-01,NO,EU,29.640427599611264
44,Train,2023-11-01,PT,EU,29.38652938652939
45,Flight,2023-02-01,CO,SA,1808.888888888889
45,Train,2023-03-01,GR,EU,27.30918957178247
46,Train,2023-10-01,IT,EU,8.503401360544217
47,Flight,2023-05-01,CN,AS,1675.3086419753088
47,Train,2023-01-01,DE,EU,13.743708865660086
47,Train,2023-01-01,DE,EU,16.129032258064516
47,Train,2023-07-01,IT,EU,13.019000703729768
47,Train,2023-04-01,ES,EU,19.127803212539764
48,Train,2023-06-01,GB,EU,18.57926669956745
48,Flight,2023-01-01,NL,EU,165.27446300715988
49,Train,2023-05-01,NL,EU,16.864741123179577
49,Flight,2023-04-01,FR,EU,98.78234398782344
49,Flight,2023-11-01,US,NA,2140.5109489051097
49,Train,2023-11-01,DE,EU,13.743708865660086
50,Train,2023-05-01,DE,EU,13.662644876838188
51,Train,2023-06-01,ES,EU,19.127803212539764
51,Flight,2023-12-01,US,NA,1633.0459770114942
51,Train,2023-09-01,FR,EU,10.079831019165656
52,Flight,2023-02-01,TR,AS,100.0
52,Flight,2023-06-01,US,NA,1423.728813559322
53,Flight,2023-06-01,CN,AS,1675.3086419753088
53,Flight,2023-05-01,NL,EU,165.27446300715988
53,Flight,2023-12-01,IN,AS,2026.6666666666663
54,Flight,2023-10-01,ES,EU,33.333333333333336
54,Flight,2023-07-01,CA,NA,1208.9230769230767
54,Flight,2023-05-01,DE,EU,133.89391979301425
55,Flight,2023-12-01,NL,EU,165.27446300715988
55,Flight,2023-08-01,GR,EU,267.6300578034682
55,Flight,2023-08-01,KR,AS,1675.1724137931035
56,Train,2023-04-01,ES,EU,13.761720904578045
56,Flight,2023-04-01,MA,AF,350.0
56,Flight,2023-02-01,US,NA,1492.7318295739349
57,Train,2023-03-01,GB,EU,20.408163265306122
57,Flight,2023-04-01,FR,EU,98.78234398782344
57,Flight,2023-10-01,MX,NA,300.0
58,Train,2023-01-01,DE,EU,13.662644876838188
58,Flight,2023-02-01,MA,AF,354.2372881355932
58,Flight,2023-11-01,TR,AS,100.0
58,Flight,2023-08-01,CN,AS,1675.3086419753088
60,Train,2023-07-01,CH,EU,4.008746355685131
60,Train,2023-01-01,IT,EU,16.784554730983302
61,Flight,2023-10-01,ES,EU,188.46153846153848
61,Flight,2023-03-01,FR,EU,98.78234398782344
62,Flight,2023-09-01,US,NA,2140.5109489051097
62,Flight,2023-07-01,IT,EU,164.48863636363637
62,Flight,2023-02-01,US,NA,2140.5109489051097
63,Train,2023-10-01,DE,EU,13.743708865660086
63,Flight,2023-04-01,US,NA,2140.5109489051097
63,Train,2023-07-01,GB,EU,18.57926669956745
64,Flight,2023-04-01,IT,EU,164.48863636363637
65,Flight,2023-01-01,NL,EU,165.27446300715988
65,Train,2023-10-01,GB,EU,18.57926669956745
65,Flight,2023-06-01,US,NA,1711.5384615384614
65,Flight,2023-07-01,SG,AS,2655.3333333333335
65,Train,2023-07-01,NL,EU,165.27446300715988
65,Flight,2023-10-01,CA,NA,1208.9230769230767
66,Flight,2023-02-01,US,NA,1492.7318295739349
66,Flight,2023-04-01,US,NA,1492.7318295739349
67,Flight,2023-08-01,CN,AS,2294.623655913979
67,Train,2023-03-01,NL,EU,16.864741123179577
67,Train,2023-11-01,DE,EU,13.662644876838188
67,Train,2023-11-01,BE,EU,11.702678401133484
68,Train,2023-12-01,DE,EU,8.142650999793856
68,Flight,2023-03-01,US,NA,2083.1533477321814
69,Flight,2023-01-01,US,NA,2140.5109489051097
69,Flight,2023-06-01,US,NA,1764.4859813084113
70,Flight,2023-09-01,SG,AS,2655.3333333333335
70,Flight,2023-05-01,GB,EU,182.07681365576104
71,Train,2023-10-01,IT,EU,16.784554730983302
71,Flight,2023-10-01,US,NA,1614.7058823529412
72,Flight,2023-09-01,IN,AS,542.8571428571428
72,Train,2023-12-01,GB,EU,18.57926669956745
72,Flight,2023-03-01,KR,AS,1675.1724137931035
72,Train,2023-09-01,CH,EU,4.008746355685131
73,Train,2023-08-01,GB,EU,18.57926669956745
73,Flight,2023-05-01,IL,AS,471.1111111111111
74,Flight,2023-11-01,GR,EU,116.66666666666666
74,Flight,2023-05-01,GB,EU,182.07681365576104
74,Train,2023-09-01,RU,EU,64.03940886699506
75,Flight,2023-08-01,IT,EU,164.48863636363637
75,Flight,2023-02-01,AT,EU,185.05747126436785
75,Flight,2023-09-01,NL,EU,165.27446300715988
76,Flight,2023-10-01,ES,EU,134.86486486486484
77,Flight,2023-03-01,DE,EU,133.89391979301425
77,Flight,2023-10-01,US,NA,2140.5109489051097
77,Flight,2023-08-01,DE,EU,134.68834688346885
78,Flight,2023-08-01,BE,EU,114.68624833110815
78,Flight,2023-11-01,US,NA,1379.8076923076924
78,Flight,2023-05-01,NL,EU,165.27446300715988
80,Flight,2023-04-01,JP,AS,1949.1228070175437
80,Flight,2023-10-01,QA,AS,1419.7802197802196
81,Flight,2023-09-01,IL,AS,471.1111111111111
81,Flight,2023-12-01,RS,EU,176.08695652173913
82,Flight,2023-09-01,US,NA,1760.0000000000002
82,Train,2023-10-01,ES,EU,13.761720904578045
82,Flight,2023-02-01,FR,EU,98.78234398782344
82,Flight,2023-08-01,FR,EU,90.9090909090909
84,Flight,2023-07-01,GR,EU,267.6300578034682
84,Flight,2023-02-01,ES,EU,134.86486486486484
84,Flight,2023-02-01,DE,EU,133.89391979301425
85,Flight,2023-07-01,US,NA,1342.8571428571427
85,Flight,2023-05-01,BE,EU,114.68624833110815
86,Flight,2023-10-01,NL,EU,165.27446300715988
86,Train,2023-04-01,BE,EU,11.702678401133484
87,Train,2023-04-01,GB,EU,18.57926669956745
87,Train,2023-03-01,CZ,EU,12.309685779073531
88,Flight,2023-09-01,CA,NA,1208.9230769230767
88,Train,2023-05-01,SI,EU,11.836734693877549
89,Train,2023-12-01,GB,EU,18.57926669956745
89,Train,2023-09-01,BE,EU,11.702678401133484
89,Flight,2023-05-01,IL,AS,471.1111111111111
89,Flight,2023-02-01,CA,NA,1208.9230769230767
90,Flight,2023-07-01,PE,SA,1585.7142857142856
90,Flight,2023-03-01,US,NA,1583.7370242214533
90,Flight,2023-06-01,GB,EU,182.07681365576104
90,Flight,2023-01-01,DE,EU,133.89391979301425
91,Flight,2023-06-01,US,NA,2083.1533477321814
91,Flight,2023-04-01,BE,EU,114.68624833110815
91,Flight,2023-10-01,US,NA,2140.5109489051097
91,Flight,2023-05-01,IS,EU,477.4193548387097
92,Train,2023-12-01,DE,EU,13.743708865660086
92,Flight,2023-08-01,FI,EU,484.00000000000006
92,Flight,2023-03-01,US,NA,1633.0459770114942
92,Train,2023-06-01,ES,EU,19.127803212539764
92,Flight,2023-12-01,DE,EU,134.68834688346885
93,Flight,2023-09-01,BR,SA,1861.904761904762
94,Train,2023-10-01,NL,EU,16.864741123179577
94,Train,2023-10-01,IT,EU,16.784554730983302
94,Flight,2023-03-01,CH,EU,39.285714285714285
95,Flight,2023-09-01,US,NA,1492.7318295739349
95,Flight,2023-07-01,GB,EU,182.07681365576104
95,Train,2023-12-01,BE,EU,11.702678401133484
95,Train,2023-02-01,NO,EU,26.22211675367822
96,Flight,2023-01-01,US,NA,2083.1533477321814
97,Train,2023-07-01,DE,EU,14.285714285714285
97,Train,2023-06-01,DE,EU,14.285714285714285
97,Train,2023-04-01,DE,EU,13.743708865660086
98,Flight,2023-08-01,US,NA,1583.7370242214533
98,Train,2023-06-01,NL,EU,16.864741123179577
98,Flight,2023-11-01,NL,EU,165.27446300715988
99,Flight,2023-03-01,KR,AS,1675.1724137931035
99,Flight,2023-02-01,BE,EU,114.68624833110815
99,Flight,2023-04-01,CN,AS,2294.623655913979
99,Flight,2023-01-01,IN,AS,1160.0
100,Train,2023-05-01,GB,EU,18.57926669956745
100,Flight,2023-01-01,JP,AS,1860.0
101,Train,2023-11-01,SE,EU,26.997084548104954
101,Train,2023-08-01,ES,EU,13.761720904578045
101,Flight,2023-05-01,AU,OC,2322.727272727273
102,Train,2023-07-01,NL,EU,16.864741123179577
102,Flight,2023-05-01,GB,EU,200.0
102,Flight,2023-08-01,US,NA,2083.1533477321814
102,Flight,2023-08-01,CA,NA,1649.5798319327732
103,Flight,2023-05-01,TH,AS,1100.0
103,Flight,2023-02-01,US,NA,333.3333333333333
104,Flight,2023-02-01,LU,EU,73.21428571428571
105,Flight,2023-01-01,NL,EU,165.27446300715988
105,Train,2023-01-01,PT,EU,29.38652938652939
105,Flight,2023-11-01,NL,EU,165.27446300715988
106,Flight,2023-01-01,JP,AS,100.0
106,Train,2023-04-01,BE,EU,11.702678401133484
108,Flight,2023-05-01,US,NA,2140.5109489051097
108,Flight,2023-12-01,GB,EU,182.07681365576104
108,Flight,2023-07-01,NO,EU,256.9767441860466
108,Flight,2023-03-01,DE,EU,134.68834688346885
109,Train,2023-06-01,GB,EU,15.74977817213842
110,Flight,2023-05-01,GB,EU,178.57142857142858
110,Flight,2023-04-01,AE,AS,1516.7664670658683
110,Train,2023-07-01,LU,EU,7.470845481049562
110,Train,2023-04-01,FR,EU,11.479591836734693
111,Flight,2023-07-01,HU,EU,172.16494845360825
111,Flight,2023-09-01,US,NA,1379.8076923076924
111,Flight,2023-12-01,TR,AS,370.9677419354839
111,Flight,2023-05-01,CH,EU,39.30635838150289
111,Train,2023-05-01,DK,EU,22.45616556481748
111,Flight,2023-07-01,NL,EU,165.27446300715988
112,Flight,2023-06-01,IL,AS,471.1111111111111
112,Train,2023-08-01,DE,EU,11.787473610133707
112,Flight,2023-03-01,US,NA,2140.5109489051097
112,Flight,2023-05-01,US,NA,1633.0459770114942
113,Flight,2023-04-01,DE,EU,133.89391979301425
113,Train,2023-03-01,DE,EU,13.743708865660086
113,Flight,2023-04-01,DE,EU,134.68834688346885
114,Train,2023-01-01,ES,EU,19.127803212539764
114,Flight,2023-10-01,US,NA,1492.7318295739349
115,Flight,2023-12-01,AT,EU,185.05747126436785
116,Flight,2023-04-01,US,NA,1633.0459770114942
117,Flight,2023-08-01,GL,NA,50.0
117,Flight,2023-04-01,PT,EU,287.98798798798805
118,Flight,2023-07-01,DE,EU,133.89391979301425
118,Flight,2023-03-01,KR,AS,1675.1724137931035
119,Train,2023-04-01,RU,EU,49.92150706436421
119,Flight,2023-09-01,GB,EU,182.07681365576104
120,Flight,2023-05-01,US,NA,2083.1533477321814
120,Train,2023-01-01,NL,EU,16.864741123179577
120,Flight,2023-08-01,US,NA,500.0
121,Train,2023-10-01,BE,EU,11.702678401133484
121,Flight,2023-10-01,FR,EU,98.78234398782344
121,Train,2023-08-01,GB,EU,18.57926669956745
122,Flight,2023-12-01,GB,EU,182.07681365576104
122,Flight,2023-01-01,DE,EU,133.89391979301425
122,Train,2023-06-01,RS,EU,17.96805678793256
123,Flight,2023-12-01,IT,EU,127.58620689655173
124,Flight,2023-03-01,DE,EU,133.89391979301425
124,Flight,2023-01-01,SE,EU,264.57142857142856
125,Flight,2023-09-01,BR,SA,1861.904761904762
125,Flight,2023-02-01,US,NA,1583.7370242214533
125,Train,2023-06-01,ES,EU,19.127803212539764
126,Flight,2023-11-01,US,NA,1633.0459770114942
126,Flight,2023-05-01,CA,NA,1208.9230769230767
127,Flight,2023-02-01,NL,EU,165.27446300715988
127,Flight,2023-02-01,CA,NA,1361.0294117647059
128,Flight,2023-12-01,DE,EU,134.68834688346885
128,Flight,2023-02-01,US,NA,1163.3333333333333
129,Flight,2023-09-01,US,NA,880.0
129,Train,2023-01-01,BE,EU,11.702678401133484
130,Flight,2023-04-01,FR,EU,98.78234398782344
130,Train,2023-02-01,DE,EU,8.142650999793856
130,Flight,2023-03-01,US,NA,1423.728813559322
130,Train,2023-12-01,BE,EU,11.702678401133484
131,Train,2023-02-01,GB,EU,15.74977817213842
131,Flight,2023-07-01,IT,EU,152.27272727272728
131,Flight,2023-08-01,US,NA,1492.7318295739349
132,Flight,2023-06-01,DE,EU,134.68834688346885
132,Flight,2023-06-01,US,NA,1633.0459770114942
132,Train,2023-09-01,IT,EU,13.073979591836734
132,Flight,2023-04-01,LV,EU,258.82352941176475
133,Train,2023-06-01,SE,EU,26.997084548104954
133,Train,2023-06-01,DK,EU,22.45616556481748
134,Flight,2023-05-01,DE,EU,134.68834688346885
134,Flight,2023-05-01,US,NA,1139.2857142857142
134,Train,2023-11-01,AT,EU,10.20408163265306
136,Flight,2023-12-01,DE,EU,90.9090909090909
136,Flight,2023-08-01,AE,AS,1516.7664670658683
136,Train,2023-01-01,SI,EU,11.836734693877549
137,Flight,2023-03-01,GB,EU,182.07681365576104
138,Train,2023-06-01,DE,EU,13.662644876838188
138,Flight,2023-08-01,SE,EU,264.57142857142856
139,Flight,2023-09-01,US,NA,300.0
140,Train,2023-12-01,DE,EU,11.787473610133707
140,Train,2023-12-01,GB,EU,23.308270676691727
140,Train,2023-02-01,NL,EU,16.864741123179577
140,Flight,2023-05-01,FR,EU,106.97674418604652
140,Flight,2023-09-01,US,NA,1764.4859813084113
141,Flight,2023-06-01,FI,EU,484.00000000000006
141,Flight,2023-09-01,CA,NA,1208.9230769230767
141,Train,2023-01-01,BE,EU,11.702678401133484
142,Flight,2023-05-01,NL,EU,165.27446300715988
142,Flight,2023-05-01,US,NA,1492.7318295739349
143,Train,2023-01-01,DK,EU,22.45616556481748
143,Flight,2023-12-01,DE,EU,134.68834688346885
144,Flight,2023-09-01,GR,EU,267.6300578034682
144,Flight,2023-02-01,NL,EU,165.27446300715988
145,Flight,2023-06-01,BE,EU,114.68624833110815
146,Train,2023-01-01,AT,EU,18.883415435139575
146,Flight,2023-10-01,CA,NA,1208.9230769230767
146,Flight,2023-11-01,DE,EU,134.68834688346885
147,Train,2023-08-01,DE,EU,13.743708865660086
147,Flight,2023-02-01,AE,AS,1516.7664670658683
148,Flight,2023-02-01,BE,EU,114.68624833110815
148,Flight,2023-02-01,CH,EU,39.30635838150289
149,Flight,2023-11-01,IT,EU,139.99999999999997
149,Train,2023-04-01,FR,EU,10.079831019165656
149,Flight,2023-06-01,CA,NA,1208.9230769230767
150,Train,2023-05-01,DE,EU,13.662644876838188
150,Train,2023-10-01,DE,EU,13.743708865660086
152,Flight,2023-01-01,CA,NA,1208.9230769230767
152,Flight,2023-02-01,US,NA,1449.1803278688526
152,Flight,2023-11-01,DE,EU,133.89391979301425
153,Flight,2023-01-01,IE,EU,203.57142857142858
153,Flight,2023-08-01,QA,AS,1419.7802197802196
153,Flight,2023-12-01,BE,EU,114.68624833110815
153,Train,2023-10-01,FI,EU,49.38775510204082
154,Flight,2023-01-01,CA,NA,1208.9230769230767
154,Train,2023-07-01,GB,EU,18.57926669956745
154,Flight,2023-04-01,DE,EU,134.68834688346885
155,Flight,2023-09-01,US,NA,2140.5109489051097
155,Flight,2023-04-01,CA,NA,1361.0294117647059
156,Flight,2023-01-01,PT,EU,287.98798798798805
156,Flight,2023-05-01,JP,AS,2511.2676056338028
156,Train,2023-11-01,NL,EU,16.864741123179577
157,Train,2023-01-01,GB,EU,18.57926669956745
157,Flight,2023-03-01,GR,EU,257.89473684210526
158,Flight,2023-09-01,US,NA,1711.5384615384614
158,Train,2023-02-01,GB,EU,15.769944341372911
158,Train,2023-11-01,DE,EU,13.743708865660086
159,Flight,2023-02-01,DE,EU,134.68834688346885
160,Flight,2023-06-01,US,NA,1492.7318295739349
160,Flight,2023-03-01,US,NA,1583.7370242214533
161,Flight,2023-05-01,GB,EU,182.07681365576104
161,Flight,2023-01-01,US,NA,1764.4859813084113
161,Flight,2023-05-01,US,NA,1764.4859813084113
162,Flight,2023-09-01,US,NA,1102.9411764705883
162,Train,2023-08-01,DE,EU,12.244897959183675
163,Flight,2023-06-01,DK,EU,150.0
163,Flight,2023-03-01,CI,AF,1076.1904761904764
163,Flight,2023-11-01,AR,SA,3010.3448275862065
163,Flight,2023-03-01,FI,EU,0.0
164,Train,2023-07-01,DE,EU,13.743708865660086
164,Flight,2023-09-01,NL,EU,165.27446300715988
164,Flight,2023-03-01,US,NA,2140.5109489051097
165,Flight,2023-04-01,CA,NA,1649.5798319327732
165,Flight,2023-04-01,US,NA,1342.8571428571427
165,Flight,2023-11-01,FR,EU,98.78234398782344
165,Flight,2023-01-01,BR,SA,1795.2380952380954
166,Flight,2023-10-01,US,NA,1633.0459770114942
166,Train,2023-12-01,DE,EU,13.662644876838188
166,Train,2023-07-01,DE,EU,13.662644876838188
166,Train,2023-03-01,DK,EU,22.45616556481748
167,Train,2023-03-01,DE,EU,13.662644876838188
167,Flight,2023-07-01,BE,EU,114.68624833110815
167,Train,2023-09-01,DE,EU,12.244897959183675
167,Flight,2023-06-01,DE,EU,133.89391979301425
167,Flight,2023-05-01,CM,AF,942.8571428571429
168,Train,2023-07-01,GB,EU,14.625850340136054
168,Flight,2023-10-01,DE,EU,133.89391979301425
169,Train,2023-06-01,GB,EU,18.57926669956745
169,Flight,2023-09-01,CH,EU,39.30635838150289
169,Flight,2023-02-01,DO,NA,1250.0
169,Flight,2023-10-01,CH,EU,39.30635838150289
170,Flight,2023-07-01,US,NA,1633.0459770114942
170,Flight,2023-06-01,US,NA,1423.728813559322
170,Flight,2023-03-01,CN,AS,1675.3086419753088
171,Flight,2023-05-01,KR,AS,1675.1724137931035
171,Flight,2023-01-01,NO,EU,216.66666666666669
172,Flight,2023-11-01,FR,EU,98.78234398782344
172,Train,2023-12-01,FR,EU,10.079831019165656
173,Flight,2023-06-01,CH,EU,39.285714285714285
174,Flight,2023-08-01,JP,AS,1860.0
175,Train,2023-06-01,NL,EU,16.864741123179577
176,Flight,2023-05-01,NL,EU,165.27446300715988
176,Flight,2023-06-01,GB,EU,182.07681365576104
177,Flight,2023-10-01,CN,AS,1675.3086419753088
177,Flight,2023-04-01,SG,AS,2655.3333333333335
177,Train,2023-04-01,FR,EU,10.079831019165656
177,Train,2023-07-01,ES,EU,13.761720904578045
178,Train,2023-04-01,IT,EU,13.983371126228269
178,Train,2023-09-01,CZ,EU,12.309685779073531
178,Flight,2023-06-01,AR,SA,3010.3448275862065
178,Flight,2023-06-01,US,NA,1633.0459770114942
179,Flight,2023-01-01,FR,EU,98.78234398782344
179,Train,2023-04-01,CH,EU,4.008746355685131
180,Flight,2023-02-01,US,NA,2083.1533477321814
181,Flight,2023-04-01,BE,EU,114.68624833110815
182,Train,2023-01-01,ES,EU,19.127803212539764
183,Flight,2023-06-01,US,NA,1492.7318295739349
183,Flight,2023-06-01,US,NA,1492.7318295739349
183,Flight,2023-06-01,LU,EU,73.21428571428571
184,Flight,2023-06-01,US,NA,1449.1803278688526
184,Flight,2023-08-01,KR,AS,1675.1724137931035
184,Flight,2023-03-01,US,NA,845.4545454545456
184,Flight,2023-12-01,US,NA,1633.0459770114942
185,Flight,2023-03-01,US,NA,1711.5384615384614
185,Flight,2023-08-01,PT,EU,287.98798798798805
185,Train,2023-10-01,CH,EU,4.010852896071723
186,Flight,2023-12-01,SG,AS,2655.3333333333335
186,Flight,2023-07-01,CA,NA,1649.5798319327732
186,Flight,2023-11-01,US,NA,1583.7370242214533
186,Train,2023-08-01,ES,EU,13.761720904578045
187,Flight,2023-08-01,US,NA,1379.8076923076924
187,Flight,2023-03-01,CN,AS,1812.5
187,Flight,2023-11-01,US,NA,1423.728813559322
188,Flight,2023-09-01,CN,AS,1675.3086419753088
188,Flight,2023-02-01,CN,AS,2294.623655913979
188,Flight,2023-01-01,JP,AS,2511.2676056338028
188,Flight,2023-07-01,CN,AS,2294.623655913979
189,Train,2023-02-01,DE,EU,13.743708865660086
190,Flight,2023-01-01,CH,EU,39.285714285714285
190,Flight,2023-05-01,AT,EU,185.05747126436785
190,Train,2023-01-01,PT,EU,29.38652938652939
191,Flight,2023-09-01,US,NA,1492.7318295739349
192,Flight,2023-03-01,DE,EU,133.89391979301425
192,Flight,2023-10-01,BE,EU,114.68624833110815
192,Flight,2023-11-01,US,NA,2083.1533477321814
193,Flight,2023-12-01,US,NA,2083.1533477321814
193,Flight,2023-06-01,CN,AS,1233.3333333333335
193,Flight,2023-08-01,DE,EU,134.68834688346885
193,Train,2023-06-01,FR,EU,10.079831019165656
195,Train,2023-12-01,RU,EU,49.92150706436421
195,Flight,2023-03-01,NL,EU,165.27446300715988
196,Flight,2023-12-01,CA,NA,1361.0294117647059
196,Train,2023-02-01,RU,EU,20.408163265306122
196,Train,2023-08-01,DK,EU,22.45616556481748
197,Flight,2023-04-01,GB,EU,182.07681365576104
197,Flight,2023-02-01,AE,AS,1516.7664670658683
197,Flight,2023-05-01,US,NA,2083.1533477321814
198,Train,2023-03-01,GB,EU,14.146567717996291
198,Train,2023-08-01,DK,EU,22.45616556481748
198,Flight,2023-11-01,IN,AS,2026.6666666666663
198,Flight,2023-11-01,US,NA,2140.5109489051097
199,Flight,2023-05-01,DE,EU,115.51724137931035
199,Flight,2023-12-01,US,NA,1633.0459770114942
200,Flight,2023-04-01,FR,EU,98.78234398782344
200,Train,2023-03-01,BE,EU,11.702678401133484
200,Flight,2023-03-01,GB,EU,182.07681365576104
200,Flight,2023-01-01,FR,EU,98.78234398782344
201,Train,2023-01-01,AT,EU,18.883415435139575
201,Train,2023-12-01,GB,EU,23.308270676691727
201,Train,2023-12-01,NL,EU,16.864741123179577
201,Train,2023-06-01,GR,EU,27.30918957178247
202,Train,2023-06-01,NL,EU,16.864741123179577
203,Train,2023-08-01,CH,EU,4.010852896071723
203,Flight,2023-08-01,SG,AS,2655.3333333333335
205,Train,2023-07-01,FI,EU,49.38775510204082
205,Flight,2023-11-01,FR,EU,98.18181818181819
207,Train,2023-10-01,CH,EU,4.008746355685131
207,Train,2023-10-01,RU,EU,49.92150706436421
208,Train,2023-03-01,CH,EU,4.008746355685131
209,Flight,2023-02-01,JP,AS,133.33333333333334
210,Flight,2023-12-01,US,NA,2140.5109489051097
210,Flight,2023-05-01,GB,EU,202.08333333333331
210,Flight,2023-08-01,TR,AS,370.9677419354839
211,Train,2023-03-01,GB,EU,16.93877551020408
211,Flight,2023-08-01,GR,EU,267.6300578034682
211,Train,2023-09-01,IT,EU,16.784554730983302
212,Flight,2023-02-01,FR,EU,98.78234398782344
212,Flight,2023-10-01,NL,EU,165.27446300715988
213,Flight,2023-08-01,DE,EU,79.79797979797979
214,Flight,2023-05-01,AT,EU,185.05747126436785
